City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Camacha,PT,33.0833,-16.3333,61.56,77,40,6.91,scattered clouds
462,Zaozerne,UA,45.1582,33.2787,57.94,71,94,11.43,overcast clouds
463,Gravdal,NO,68.1214,13.5031,43.21,76,59,9.4,broken clouds
464,Yerbogachen,RU,61.2767,108.0108,59.07,54,64,6.08,light rain
465,Veraval,IN,20.9,70.3667,84.43,77,97,12.53,overcast clouds
466,Kintampo,GH,8.0563,-1.7306,72.57,94,72,3.49,broken clouds
467,Makuyuni,TZ,-4.7333,38.1,64.89,96,77,3.47,broken clouds
468,Opuwo,NA,-18.0607,13.84,58.82,43,0,7.83,clear sky
469,Rosarito,MX,32.3333,-117.0333,66.58,76,2,8.34,clear sky
470,Kavieng,PG,-2.5744,150.7967,81.12,82,99,6.26,moderate rain
471,Pitimbu,BR,-7.4706,-34.8086,73.99,81,68,10.09,broken clouds
472,Aden,YE,12.7794,45.0367,86.5,69,100,10.67,overcast clouds
473,Midland,US,31.9974,-102.0779,81.95,61,1,13.8,clear sky
474,Kachkanar,RU,58.7,59.4948,45.81,68,100,3.27,overcast clouds
475,Cuamba,MZ,-14.8031,36.5372,53.04,81,0,1.61,clear sky
476,Abha,SA,18.2164,42.5053,64.65,20,0,3.98,clear sky
477,Marsassoum,SN,12.8275,-15.9806,77.38,59,12,4.09,few clouds
478,Chateaubelair,VC,13.2833,-61.25,81.21,72,98,14.9,overcast clouds
479,Ranavav,IN,21.6842,69.7408,85.64,66,80,14.2,broken clouds
480,Oyem,GA,1.5995,11.5793,68.31,98,100,1.43,light rain
481,La Ronge,CA,55.1001,-105.2842,62.85,29,20,13.8,few clouds
482,La Orilla,MX,17.9833,-102.2333,79.93,69,66,4.56,broken clouds
483,Seoul,KR,37.5683,126.9778,59.41,85,90,5.1,overcast clouds
484,Pozhva,RU,59.0912,56.0847,46.44,91,100,6.38,overcast clouds
485,Domoni,KM,-12.2569,44.5319,74.53,73,0,6.17,clear sky
486,Kindu,CD,-2.95,25.95,68.07,99,85,2.53,light rain
487,Quelimane,MZ,-17.8786,36.8883,69.75,88,75,2.3,broken clouds
488,Mala Tokmachka,UA,47.5356,35.8929,59.56,64,72,5.88,broken clouds
489,Lobva,RU,59.1854,60.5185,48.85,61,100,5.46,overcast clouds
490,Guasdualito,VE,7.2424,-70.7324,75.2,100,80,1.14,broken clouds
491,Falmouth,GB,50.1544,-5.0711,52.7,100,100,1.01,overcast clouds
492,Vernon,CA,50.2581,-119.2691,64.76,40,77,1.99,broken clouds
493,Podporozhye,RU,60.9112,34.1706,51.6,97,98,6.73,overcast clouds
494,Ngama,TD,11.7833,17.1667,83.46,50,58,3.22,broken clouds
495,Pemangkat,ID,1.1667,108.9667,85.01,70,18,1.79,few clouds
496,Buenos Aires,AR,-34.6132,-58.3772,62.78,77,0,6.91,clear sky
497,Grand Gaube,MU,-20.0064,57.6608,73.38,78,12,3.0,few clouds
498,Lamu,KE,-2.2717,40.902,76.5,84,48,14.12,light rain
499,Karratha,AU,-20.7377,116.8463,83.03,38,44,18.54,scattered clouds
500,Holme,DK,56.1138,10.1725,48.06,91,87,5.12,overcast clouds
501,Riberalta,BO,-10.9833,-66.1,72.75,78,96,2.19,overcast clouds
502,Tevriz,RU,57.509,72.4042,50.32,58,96,4.74,overcast clouds
503,Palana,RU,59.1167,159.9667,35.29,90,100,6.85,overcast clouds
504,Pesochenskiy,RU,54.1733,36.1094,57.49,94,96,2.62,overcast clouds
505,Teseney,ER,15.11,36.6575,86.9,29,16,14.45,few clouds
506,Sochi,RU,43.6,39.7303,62.62,79,11,3.76,few clouds
507,Stornoway,GB,58.2093,-6.3865,45.93,93,100,2.3,overcast clouds
508,Port Blair,IN,11.6667,92.75,86.04,89,40,2.3,scattered clouds
509,Taoudenni,ML,22.6783,-3.9836,96.37,16,68,9.64,broken clouds
510,Portland,US,45.5234,-122.6762,59.45,65,90,1.99,overcast clouds
511,Hualmay,PE,-11.0964,-77.6139,65.37,91,55,5.77,broken clouds
512,Las Vegas,US,36.175,-115.1372,94.78,8,20,8.68,few clouds
513,Morgan City,US,29.6994,-91.2068,77.05,87,76,5.64,broken clouds
514,Makakilo City,US,21.3469,-158.0858,80.62,65,97,11.16,overcast clouds
515,Aksu,CN,41.1231,80.2644,82.0,12,43,4.43,scattered clouds
516,Vestmannaeyjar,IS,63.4427,-20.2734,46.06,88,100,39.41,overcast clouds
517,Santa Cruz Del Norte,CU,23.1539,-81.9236,77.72,78,21,14.0,few clouds
518,Saint-Augustin,CA,51.226,-58.6502,43.54,76,100,18.97,overcast clouds
519,Khandagayty,RU,50.7333,92.05,66.27,47,67,25.77,light rain
520,Fukue,JP,32.6881,128.8419,70.16,88,75,12.66,broken clouds
521,Romny,UA,50.751,33.4747,59.4,92,6,2.75,clear sky
522,Miles City,US,46.4083,-105.8406,53.51,70,10,13.96,clear sky
523,Saiha,IN,22.4833,92.9667,88.93,44,41,2.84,scattered clouds
524,Bah,IN,26.87,78.5975,87.78,52,65,9.35,broken clouds
525,Visnes,NO,59.3556,5.2242,50.58,87,90,3.44,overcast clouds
526,Baringo,KE,0.4667,35.9667,64.33,68,23,5.01,few clouds
527,Puro,PH,12.4841,123.3827,88.7,64,62,7.47,broken clouds
528,Ihosy,MG,-22.4,46.1167,58.39,91,71,3.38,broken clouds
529,Enshi,CN,30.3,109.4833,69.51,72,100,4.38,overcast clouds
530,Kenai,US,60.5544,-151.2583,62.02,71,71,18.59,broken clouds
531,Vikindu,TZ,-7.0067,39.2985,69.44,94,20,6.29,few clouds
532,Griffith,US,41.5284,-87.4237,62.04,81,90,4.61,overcast clouds
533,Badou,TG,7.5833,0.6,73.38,94,97,2.44,overcast clouds
534,Colares,PT,38.7992,-9.4469,63.45,58,47,10.0,scattered clouds
535,Calama,CL,-22.4667,-68.9333,52.29,76,75,21.85,broken clouds
536,Gewane,ET,10.1664,40.6453,80.76,55,17,4.09,few clouds
537,Natal,BR,-5.795,-35.2094,77.22,83,40,8.16,scattered clouds
538,Salta,AR,-24.7859,-65.4117,52.39,87,0,2.75,clear sky
539,Curuguaty,PY,-24.4694,-55.6945,67.59,75,90,2.84,heavy intensity rain
540,Ixtapa,MX,20.7,-105.2,79.23,81,7,1.99,clear sky
541,Mirnyy,RU,62.5353,113.9611,55.24,70,97,4.0,overcast clouds
542,San Lawrenz,MT,36.0553,14.204,66.85,88,87,4.54,overcast clouds
543,Azul,AR,-36.777,-59.8585,55.6,86,100,7.27,moderate rain
544,Sibolga,ID,1.7427,98.7792,82.26,77,98,2.04,overcast clouds
545,General Roca,AR,-39.0333,-67.5833,57.6,33,3,19.48,clear sky
546,Fasa,IR,28.9383,53.6482,63.64,25,0,4.61,clear sky
547,Kapuskasing,CA,49.4169,-82.4331,39.2,48,20,3.44,few clouds
548,Balkanabat,TM,39.5108,54.3671,75.63,47,0,5.91,clear sky
549,Ayagoz,KZ,47.9714,80.4392,61.77,45,84,20.31,broken clouds
550,Tahoua,NE,14.8888,5.2692,83.1,21,29,6.96,scattered clouds
551,Waw,SS,7.7029,27.9953,73.54,84,78,5.55,broken clouds
552,Launceston,AU,-41.45,147.1667,53.62,48,40,5.99,scattered clouds
553,Santiago,CL,-33.4569,-70.6483,63.18,55,90,0.34,overcast clouds
554,Lingao,CN,19.9103,109.6859,90.16,58,69,1.16,broken clouds
555,Yining,CN,29.0361,114.5636,71.44,79,100,1.1,overcast clouds
556,Novaya Zaimka,RU,56.4857,66.9241,52.45,60,14,6.55,few clouds
557,Bacalar,MX,18.6667,-88.3833,76.95,87,29,4.94,scattered clouds
558,Kingaroy,AU,-26.5333,151.8333,68.05,26,0,13.8,clear sky
559,Atar,MR,20.5169,-13.0499,83.28,21,6,7.11,clear sky
560,Port-Cartier,CA,50.0334,-66.8654,39.42,55,16,17.43,few clouds
561,Lieksa,FI,63.3167,30.0167,42.35,97,96,4.14,overcast clouds
562,Fez,MA,34.0372,-4.9998,59.25,94,0,3.76,clear sky
563,Estelle,US,29.8458,-90.1067,80.01,71,17,4.0,few clouds
564,Harper,LR,4.375,-7.7169,78.69,86,19,5.3,light rain
565,Barranca,PE,-10.75,-77.7667,65.52,90,69,5.77,broken clouds
566,Luoyang,CN,34.6836,112.4536,87.39,11,99,10.18,overcast clouds
567,Berdigestyakh,RU,62.0989,126.6992,64.53,31,54,7.16,broken clouds
568,Batagay-Alyta,RU,67.8006,130.4114,62.06,33,29,9.91,scattered clouds
569,Warrnambool,AU,-38.3833,142.4833,56.8,55,81,11.21,broken clouds
570,Yichun,CN,47.7,128.9,64.13,45,54,2.1,broken clouds
571,Laramie,US,41.3114,-105.5911,56.03,37,3,4.45,clear sky
572,Price,US,39.5994,-110.8107,72.12,26,67,9.48,broken clouds
573,Banjar,ID,-8.19,114.9675,82.26,60,21,3.56,few clouds
574,Umm Lajj,SA,25.0213,37.2685,82.76,77,42,6.08,scattered clouds
575,Coihaique,CL,-45.5752,-72.0662,39.15,93,75,3.44,broken clouds
576,Vaitape,PF,-16.5167,-151.75,81.25,66,10,8.37,clear sky
577,Melbourne,US,28.0836,-80.6081,78.96,76,0,8.99,clear sky
578,Yashkul,RU,46.1711,45.3435,67.37,73,70,4.29,light rain
579,Afonso Claudio,BR,-20.0742,-41.1239,62.65,96,3,3.04,clear sky
580,Newport,GB,51.5877,-2.9984,54.63,84,100,3.27,overcast clouds
581,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,78,75,9.57,broken clouds
582,Naftalan,AZ,40.5067,46.825,60.22,76,10,1.81,clear sky
583,Mareeba,AU,-17.0,145.4333,77.43,64,8,10.02,clear sky
584,Kropotkin,RU,45.4375,40.5756,60.64,93,11,4.27,few clouds
585,Pestovo,RU,58.5938,35.8024,53.91,75,99,4.56,overcast clouds
586,Jardim,BR,-21.4803,-56.1381,75.07,62,100,3.69,light rain
587,Bloemfontein,ZA,-29.1211,26.214,36.88,81,94,2.3,overcast clouds
588,Kununurra,AU,-15.7667,128.7333,80.58,24,6,13.8,clear sky
589,Shitanjing,CN,39.2342,106.3439,70.45,17,41,3.58,scattered clouds
590,Eyl,SO,7.9803,49.8164,78.64,73,100,12.82,overcast clouds
591,Sicamous,CA,50.8331,-118.9856,60.3,88,92,3.6,overcast clouds
592,Port Hawkesbury,CA,45.6169,-61.3485,45.88,77,75,1.99,broken clouds
593,Umtata,ZA,-31.5889,28.7844,56.28,43,29,3.76,scattered clouds
594,Bacolod,PH,10.6667,122.95,87.31,68,37,5.3,scattered clouds
595,Ca Mau,VN,9.1769,105.15,86.11,71,83,5.95,broken clouds
596,Morristown,US,36.214,-83.2949,73.74,83,90,5.75,overcast clouds
597,Tilichiki,RU,60.4667,166.1,38.73,80,98,11.32,overcast clouds
598,Vestmanna,FO,62.1564,-7.1664,43.72,87,90,8.99,overcast clouds
599,Dumas,US,35.8656,-101.9732,69.94,56,1,13.8,clear sky
600,Gornyy,RU,55.1153,83.9059,43.79,61,73,16.49,broken clouds
601,Brownsville,US,25.9018,-97.4975,81.01,86,13,7.0,few clouds
602,Cabra,ES,37.4725,-4.4421,60.66,84,100,1.66,overcast clouds
603,Ialibu,PG,-6.2821,143.9935,62.67,86,100,2.66,overcast clouds
604,Port-Gentil,GA,-0.7193,8.7815,77.77,83,100,8.03,overcast clouds
605,Sri Aman,MY,1.2376,111.4621,84.25,84,40,0.0,scattered clouds
606,Yinchuan,CN,38.4681,106.2731,74.89,14,20,9.51,few clouds
607,Vangaindrano,MG,-23.35,47.6,63.88,90,2,3.27,clear sky
608,Kita,ML,13.0349,-9.4895,85.71,39,63,0.92,broken clouds
609,Volodarskiy,RU,46.4013,48.5409,66.15,73,93,6.55,overcast clouds
610,Sergeyevka,KZ,53.88,67.4158,58.06,56,4,4.16,clear sky
611,Myski,RU,53.709,87.8014,44.94,69,99,7.47,overcast clouds
612,Terre Haute,US,39.4667,-87.4139,69.17,93,100,1.01,overcast clouds
613,Inhambane,MZ,-23.865,35.3833,62.22,83,0,6.31,clear sky
614,Rorvik,NO,64.8621,11.2373,45.43,75,79,15.26,broken clouds
615,Kloulklubed,PW,7.0419,134.2556,84.76,77,100,9.24,overcast clouds
616,Ilo,PE,-17.6394,-71.3375,64.33,88,82,2.62,broken clouds
617,Waipawa,NZ,-41.4122,175.5153,52.45,57,90,3.94,overcast clouds
618,Shelburne,CA,44.0787,-80.2041,46.13,64,100,7.58,overcast clouds
619,Miragoane,HT,18.4423,-73.0876,79.7,76,31,4.27,scattered clouds
620,Funchal,PT,32.6333,-16.9,65.03,80,20,5.99,few clouds
621,Rio Grande,BR,-32.035,-52.0986,52.95,80,1,8.46,clear sky
622,Catalao,BR,-18.1658,-47.9464,69.93,58,47,1.5,scattered clouds
623,Ubrique,ES,36.6778,-5.446,58.51,81,100,3.44,overcast clouds
624,Rundu,NA,-17.9333,19.7667,48.96,48,0,5.08,clear sky
625,Payo,ID,-3.7508,103.6372,84.4,73,99,2.33,overcast clouds
626,Kanash,RU,55.5086,47.4956,58.59,75,5,5.75,clear sky
627,The Valley,AI,18.217,-63.0578,80.46,77,1,12.75,clear sky
628,Barra,BR,-11.0894,-43.1417,71.82,55,50,6.71,scattered clouds
629,Siljan,NO,59.2884,9.71,46.35,69,11,4.38,few clouds
630,Concordia,AR,-31.393,-58.0209,57.27,94,0,4.0,clear sky
631,Brockton,US,42.0834,-71.0184,66.31,62,71,1.01,broken clouds
632,Atambua,ID,-9.1061,124.8925,80.26,62,45,4.25,scattered clouds
633,Caluquembe,AO,-13.7833,14.6833,51.21,46,0,0.87,clear sky
634,Sangar,RU,63.9242,127.4739,66.09,31,22,1.41,few clouds
635,Malacky,SK,48.436,17.0219,51.62,100,41,7.34,scattered clouds
636,Araouane,ML,18.9048,-3.5265,89.91,16,100,10.2,overcast clouds
637,Arman,RU,59.7,150.1667,43.23,84,100,6.49,overcast clouds
638,Jiayuguan,CN,39.8167,98.3,78.91,11,68,2.33,broken clouds
639,Kongolo,CD,-5.3833,27.0,69.3,70,74,2.35,broken clouds
640,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,72.43,55,56,1.92,broken clouds
641,Tawang,IN,27.5833,91.8667,54.77,98,100,3.13,overcast clouds
642,Tanete,ID,-3.9443,119.7848,90.48,53,10,11.1,clear sky
643,Louga,RU,58.7372,29.8453,46.96,98,36,3.4,scattered clouds
644,Gol,NO,60.7014,8.9457,45.21,74,11,2.01,few clouds
645,Vezirkopru,TR,41.1436,35.4547,54.09,72,79,0.45,broken clouds
646,Neiafu,TO,-18.65,-173.9833,79.48,78,75,7.38,broken clouds
647,Poli,TZ,-3.3333,36.8,59.27,94,96,3.94,overcast clouds
648,Hay River,CA,60.8156,-115.7999,53.58,47,75,5.75,broken clouds
649,Payakumbuh,ID,-0.2202,100.6308,81.16,75,31,2.39,scattered clouds
650,Liaozhong,CN,41.5061,122.7242,59.49,78,100,8.68,overcast clouds
651,Hamilton,US,39.1834,-84.5333,72.37,81,76,3.09,broken clouds
652,Zhezkazgan,KZ,47.8043,67.7144,67.01,42,0,19.69,clear sky
653,Yilan,TW,24.757,121.753,96.08,55,91,4.72,overcast clouds
654,Colac,AU,-38.3333,143.5833,55.62,50,81,7.92,broken clouds
655,Wajima,JP,37.4,136.9,70.48,68,75,14.61,broken clouds
656,Aljezur,PT,37.3191,-8.8033,60.71,61,11,2.53,few clouds
657,Kumluca,TR,36.3703,30.2869,70.48,66,0,2.1,clear sky
658,Bandarbeyla,SO,9.4942,50.8122,79.02,75,53,17.27,broken clouds
659,Redcliffe,AU,-27.2307,153.0973,72.14,44,20,3.8,few clouds
660,Russell,US,32.3502,-85.1999,78.96,89,83,3.87,broken clouds
661,Kasongo-Lunda,CD,-6.4667,16.8167,66.02,60,100,2.17,overcast clouds
662,Pochutla,MX,15.7432,-96.4661,85.82,72,76,4.5,broken clouds
663,Ouro Preto,BR,-20.3948,-43.5052,57.94,90,55,0.18,broken clouds
664,Cabo Rojo,PR,18.0866,-67.1457,78.01,91,20,1.01,few clouds
665,Hollabrunn,AT,48.55,16.0833,50.95,83,51,1.01,broken clouds
666,Verkhoyansk,RU,67.5447,133.385,68.11,31,72,9.73,broken clouds
667,Belaya Gora,RU,68.5333,146.4167,63.63,26,95,15.01,overcast clouds
668,Maku,IR,39.2911,44.4521,64.67,38,36,4.76,scattered clouds
669,Zagare,LT,56.3592,23.25,45.36,96,8,5.17,clear sky
670,Maldonado,UY,-34.6667,-54.9167,56.59,86,2,8.79,clear sky
671,Moree,AU,-29.4667,149.85,62.62,42,0,19.57,clear sky
672,Singaraja,ID,-8.112,115.0882,86.36,64,25,2.64,scattered clouds
673,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.65,90,0,3.62,clear sky
674,Buta,CD,2.7858,24.73,66.97,99,78,1.39,broken clouds
675,Boa Vista,BR,2.8197,-60.6733,78.78,83,75,1.14,broken clouds
676,Borger,NL,52.9233,6.7931,48.04,93,23,5.08,few clouds
677,Montepuez,MZ,-13.1256,38.9997,57.2,96,0,2.95,clear sky
678,Shingu,JP,33.7333,135.9833,72.59,58,100,6.78,overcast clouds
679,Verkhnevilyuysk,RU,63.4453,120.3167,67.68,34,6,6.73,clear sky
680,Zapolyarnyy,RU,69.4154,30.8136,36.68,73,91,18.77,overcast clouds
681,Niquero,CU,20.0431,-77.5828,77.34,82,19,15.03,few clouds
682,Chuy,UY,-33.6971,-53.4616,55.04,90,0,7.96,clear sky
683,Odweyne,SO,9.4092,45.064,70.84,66,100,14.16,overcast clouds
684,Belyy Yar,RU,53.6039,91.3903,60.69,59,40,11.72,light rain
685,Aras,ES,42.5617,-2.356,59.41,77,0,0.94,clear sky
686,Yozgat,TR,39.5833,35.3333,55.44,75,83,3.44,broken clouds
687,Parainen,FI,60.3067,22.301,47.41,92,66,3.51,broken clouds
688,Tiarei,PF,-17.5333,-149.3333,82.42,66,15,3.11,few clouds
689,Narasannapeta,IN,18.4167,84.05,91.38,60,1,3.8,clear sky
690,Omboue,GA,-1.5746,9.2618,74.73,93,100,4.88,overcast clouds
691,Solwezi,ZM,-12.1688,26.3894,44.98,69,0,3.24,clear sky
692,Nizwa,OM,22.9333,57.5333,88.43,11,7,5.06,clear sky
693,Zeya,RU,53.75,127.2667,57.58,52,100,5.86,overcast clouds
694,Lata,PT,40.1629,-8.3327,58.71,86,76,2.24,broken clouds
695,Komsomolskiy,UZ,40.4272,71.7189,78.22,33,0,0.0,clear sky
