City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
380,Margate,GB,2021-06-04 19:17:47,51.3813,1.3862,57.22,91,100,1.99
381,Makasar,ID,2021-06-04 19:17:47,-5.14,119.4221,75.25,94,20,5.08
382,Hervey Bay,AU,2021-06-04 19:17:48,-25.2986,152.8535,55.04,79,0,1.01
383,Doume,CM,2021-06-04 19:17:48,4.2333,13.45,71.64,90,100,2.44
384,Bahia Honda,CU,2021-06-04 19:17:48,22.9036,-83.1592,83.5,69,73,8.61
385,West Plains,US,2021-06-04 19:17:49,36.7281,-91.8524,82.22,50,75,1.01
386,Vostok,RU,2021-06-04 19:17:49,46.4856,135.8833,44.8,96,82,3.83
387,Koidu,SL,2021-06-04 19:17:49,8.4167,-10.8333,75.51,97,100,3.06
388,Vorukh,TJ,2021-06-04 19:17:50,39.8494,70.5838,70.54,30,0,7.4
389,Okhotsk,RU,2021-06-04 19:17:50,59.3833,143.3,39.45,91,2,1.16
390,Quang Ngai,VN,2021-06-04 19:17:50,15.1167,108.8,78.12,84,100,2.98
391,Kaitangata,NZ,2021-06-04 19:17:51,-46.2817,169.8464,50.94,60,95,5.5
392,Regeneracao,BR,2021-06-04 19:17:51,-6.2378,-42.6883,95.5,27,6,6.11
393,Ndele,CF,2021-06-04 19:17:51,8.4109,20.6473,72.61,80,72,4.25
394,Magdalena,PH,2021-06-04 19:17:52,14.1999,121.429,81.72,92,99,3.02
395,Dillon,US,2021-06-04 19:17:52,34.4166,-79.3712,88.9,64,100,7.87
396,Aripuana,BR,2021-06-04 19:17:52,-9.1667,-60.6333,93.81,32,100,3.09
397,Zaozerne,UA,2021-06-04 19:17:52,45.1582,33.2787,58.95,82,100,10.22
398,Yonezawa,JP,2021-06-04 19:17:53,37.9167,140.1167,58.89,98,100,3.6
399,Kuching,MY,2021-06-04 19:17:53,1.55,110.3333,79.02,94,40,4.61
400,Sambava,MG,2021-06-04 19:17:53,-14.2667,50.1667,73.4,88,11,6.85
401,Griffith,US,2021-06-04 19:15:21,41.5284,-87.4237,91.33,33,1,5.01
402,Norfolk,US,2021-06-04 19:15:10,42.1668,-71.2495,80.06,81,75,10.36
403,Roald,NO,2021-06-04 19:17:54,62.5833,6.1333,66.16,82,0,3.44
404,Patria,PH,2021-06-04 19:17:54,11.7403,122.0171,81.75,86,100,7.05
405,Baykit,RU,2021-06-04 19:17:55,61.67,96.37,35.44,95,14,3.62
406,Chengde,CN,2021-06-04 19:17:55,40.9725,117.9361,54.97,56,0,3.4
407,Zhezkazgan,KZ,2021-06-04 19:17:56,47.8043,67.7144,55.51,57,100,25.19
408,Addis Abeba,ET,2021-06-04 19:15:49,9.025,38.7469,63.23,38,74,5.61
409,Jalu,LY,2021-06-04 19:17:56,29.0331,21.5482,87.82,22,0,10.31
410,Severodvinsk,RU,2021-06-04 19:13:16,64.5635,39.8302,59.11,56,65,7.4
411,Biu,NG,2021-06-04 19:17:57,10.6129,12.1946,78.24,52,100,3.6
412,Linfen,CN,2021-06-04 19:17:57,36.0889,111.5189,72.73,20,54,2.3
413,Olinda,BR,2021-06-04 19:17:57,-8.0089,-34.8553,80.33,65,75,11.56
414,Ovre Ardal,NO,2021-06-04 19:17:58,61.3167,7.8,63.48,54,96,5.03
415,Fuerte Olimpo,PY,2021-06-04 19:17:58,-21.0415,-57.8738,96.46,22,0,12.68
416,Shimoda,JP,2021-06-04 19:17:58,34.6667,138.95,69.12,88,85,10.2
417,Czersk,PL,2021-06-04 19:17:59,53.7959,17.9765,66.54,84,97,10.16
418,Chunskiy,RU,2021-06-04 19:17:59,56.0815,99.6342,58.73,97,100,2.89
419,Mulanje,MW,2021-06-04 19:17:59,-16.0316,35.5,62.22,77,78,5.64
420,Laem Sing,TH,2021-06-04 19:18:00,12.4816,102.0738,86.05,99,66,6.08
421,Karratha,AU,2021-06-04 19:18:00,-20.7377,116.8463,70.14,48,94,9.06
422,Ruteng,ID,2021-06-04 19:18:00,-8.6136,120.4721,61.61,94,34,1.19
423,Rolla,US,2021-06-04 19:18:01,37.9514,-91.7713,85.23,42,40,1.01
424,Sisimiut,GL,2021-06-04 19:18:01,66.9395,-53.6735,45.19,63,44,2.62
425,Porto Novo,BJ,2021-06-04 19:18:02,6.4965,2.6036,80.42,78,100,5.68
426,Shahreza,IR,2021-06-04 19:18:02,32.0339,51.8794,82.49,8,0,6.46
427,Juneau,US,2021-06-04 19:15:10,58.3019,-134.4197,52.84,89,90,2.04
428,Daru,PG,2021-06-04 19:18:03,-9.0763,143.2092,77.56,78,92,12.06
429,Mocorito,MX,2021-06-04 19:18:03,25.4833,-107.9167,97.27,17,0,6.24
430,Fraijanes,GT,2021-06-04 19:18:03,14.4653,-90.4408,78.87,62,40,2.62
431,Puerto Escondido,MX,2021-06-04 19:18:04,15.85,-97.0667,88.63,70,40,9.22
432,Ilhabela,BR,2021-06-04 19:18:04,-23.7781,-45.3581,74.03,82,6,7.0
433,Denpasar,ID,2021-06-04 19:17:52,-8.65,115.2167,80.26,94,20,5.41
434,Znamenskoye,RU,2021-06-04 19:18:05,57.1281,73.8282,39.85,60,0,6.67
435,Atar,MR,2021-06-04 19:18:05,20.5169,-13.0499,100.13,17,7,15.1
436,Raudeberg,NO,2021-06-04 19:18:05,61.9875,5.1352,64.0,83,100,10.31
437,La Sarre,CA,2021-06-04 19:15:46,48.8002,-79.1996,65.91,56,86,5.57
438,Geraldton,AU,2021-06-04 19:18:06,-28.7667,114.6,50.41,87,0,6.24
439,Darlawn,IN,2021-06-04 19:18:06,24.0167,92.9,67.14,98,16,2.84
440,Nattam,IN,2021-06-04 19:18:06,10.2333,78.2333,80.06,81,100,6.13
441,Andra,RU,2021-06-04 19:18:07,62.5147,65.8878,51.39,58,7,6.35
442,Bodden Town,KY,2021-06-04 19:18:07,19.2833,-81.25,88.0,56,75,5.01
443,Newport,GB,2021-06-04 19:17:59,51.5877,-2.9984,64.17,63,77,5.84
444,Necochea,AR,2021-06-04 19:18:02,-38.5473,-58.7368,57.04,73,100,5.21
445,Horsham,GB,2021-06-04 19:18:08,51.064,-0.3272,61.65,80,75,5.95
446,Bandarbeyla,SO,2021-06-04 19:18:08,9.4942,50.8122,79.2,85,0,25.81
447,Tocopilla,CL,2021-06-04 19:18:08,-22.092,-70.1979,66.31,72,96,1.79
448,Fort Saint James,CA,2021-06-04 19:18:09,54.4333,-124.25,61.5,39,100,9.35
449,Bambanglipuro,ID,2021-06-04 19:18:09,-7.95,110.2833,55.6,92,12,2.86
450,Poum,NC,2021-06-04 19:18:09,-20.2333,164.0167,74.46,68,40,3.6
451,Ilulissat,GL,2021-06-04 19:18:10,69.2167,-51.1,55.42,30,20,23.02
452,Waipawa,NZ,2021-06-04 19:18:10,-41.4122,175.5153,53.46,91,57,6.53
453,San Juan Evangelista,MX,2021-06-04 19:18:10,17.9,-95.1333,96.12,37,28,0.69
454,Maniitsoq,GL,2021-06-04 19:18:11,65.4167,-52.9,43.12,67,100,3.18
455,Tungor,RU,2021-06-04 19:18:11,53.3808,142.9564,39.7,98,100,22.17
456,Hami,CN,2021-06-04 19:18:11,42.8,93.45,83.46,24,12,12.06
457,Morgantown,US,2021-06-04 19:16:43,39.6295,-79.9559,81.97,55,20,5.12
458,Sitka,US,2021-06-04 19:18:12,57.0531,-135.33,53.49,58,90,9.22
459,Ewa Beach,US,2021-06-04 19:17:03,21.3156,-158.0072,80.55,62,40,5.99
460,Xudat,AZ,2021-06-04 19:18:12,41.631,48.681,63.66,73,0,5.88
461,Omsukchan,RU,2021-06-04 19:18:12,62.5333,155.8,39.97,83,49,8.03
462,Kholm,RU,2021-06-04 19:18:13,59.2667,32.85,58.06,66,0,4.36
463,Mgandu,TZ,2021-06-04 19:18:13,-5.95,34.1333,67.95,56,66,8.12
464,Port Hardy,CA,2021-06-04 19:18:13,50.6996,-127.4199,59.18,67,90,4.61
465,Champerico,GT,2021-06-04 19:18:14,14.3,-91.9167,91.76,68,7,8.77
466,Lafia,NG,2021-06-04 19:18:14,8.4833,8.5167,81.34,75,100,4.85
467,Nikolayevka,RU,2021-06-04 19:18:15,53.1257,47.2041,53.91,98,100,14.85
468,Hualmay,PE,2021-06-04 19:18:15,-11.0964,-77.6139,69.84,68,8,10.83
469,Foumban,CM,2021-06-04 19:18:15,5.7291,10.9001,64.85,94,100,1.14
470,Bon Air,US,2021-06-04 19:18:16,37.5249,-77.5578,87.75,61,100,5.01
471,Broken Hill,AU,2021-06-04 19:18:16,-31.95,141.4333,40.71,93,40,0.0
472,Kutum,SD,2021-06-04 19:18:16,14.2,24.6667,82.94,24,4,16.35
473,Beira,MZ,2021-06-04 19:18:17,-19.8436,34.8389,68.09,68,75,6.91
474,Kieta,PG,2021-06-04 19:18:17,-6.2167,155.6333,78.46,87,100,0.45
475,Waiuku,NZ,2021-06-04 19:18:17,-37.25,174.75,54.32,96,27,4.72
476,Kyren,RU,2021-06-04 19:18:18,51.6828,102.1408,60.3,55,42,2.55
477,Aberdeen,GB,2021-06-04 19:17:36,57.1437,-2.0981,62.55,67,57,12.66
478,Zhangye,CN,2021-06-04 19:18:18,38.9342,100.4517,69.46,13,0,5.84
479,Abalak,RU,2021-06-04 19:18:18,58.1286,68.5944,42.78,60,0,5.93
480,Suhut,TR,2021-06-04 19:18:19,38.5311,30.5458,51.13,70,4,6.11
481,Isabela,PH,2021-06-04 19:18:19,6.7085,121.9711,78.89,86,100,3.18
482,Honolulu,US,2021-06-04 19:14:59,21.3069,-157.8583,80.42,65,75,1.99
483,Lieksa,FI,2021-06-04 19:18:20,63.3167,30.0167,58.37,62,43,7.25
484,Ikom,NG,2021-06-04 19:18:20,5.9667,8.7063,77.74,88,100,4.81
485,Mayo,US,2021-06-04 19:18:20,38.8876,-76.5119,87.22,70,1,1.01
486,Pasni,PK,2021-06-04 19:18:21,25.2631,63.471,83.57,82,26,7.05
487,Weiz,AT,2021-06-04 19:18:21,47.2167,15.6167,69.85,90,100,2.51
488,Vacaria,BR,2021-06-04 19:14:52,-28.5122,-50.9339,74.71,67,0,5.59
489,San Francisco Menendez,SV,2021-06-04 19:18:21,13.8431,-90.0158,95.07,64,51,8.59
490,Tayoltita,MX,2021-06-04 19:18:22,24.0833,-105.9333,87.04,28,20,7.61
491,Rivne,UA,2021-06-04 19:18:22,50.6231,26.2274,59.54,64,99,4.88
492,Kanker,IN,2021-06-04 19:18:22,20.2719,81.4931,82.58,58,40,3.65
493,Bulgan,MN,2021-06-04 19:18:23,48.8125,103.5347,58.14,37,47,3.11
494,Kirkuk,IQ,2021-06-04 19:18:23,35.4681,44.3922,86.52,13,0,6.49
495,Vanavara,RU,2021-06-04 19:18:23,60.34,102.2797,45.46,93,100,2.68
496,Izumo,JP,2021-06-04 19:18:23,35.3667,132.7667,57.15,71,100,7.25
497,Svetlaya,RU,2021-06-04 19:18:24,46.5389,138.3297,48.33,88,5,6.44
498,Ngaoundere,CM,2021-06-04 19:18:24,7.3167,13.5833,65.35,94,100,2.01
499,Ankang,CN,2021-06-04 19:18:24,32.68,109.0172,63.54,69,0,1.61
500,Mirnyy,RU,2021-06-04 19:18:25,62.5353,113.9611,46.85,65,100,13.06
501,College,US,2021-06-04 19:18:25,64.8569,-147.8028,64.47,55,75,6.91
502,Gasa,PS,2021-06-04 19:18:26,31.5,34.4667,72.91,65,0,5.55
503,Odessa,UA,2021-06-04 19:18:26,46.4775,30.7326,58.93,72,0,4.47
504,Houma,US,2021-06-04 19:15:48,29.5958,-90.7195,82.99,75,75,11.5
505,Alice Springs,AU,2021-06-04 19:18:26,-23.7,133.8833,42.35,81,100,5.93
506,Auki,SB,2021-06-04 19:18:27,-8.7676,160.7034,76.89,85,100,2.89
507,Wuzhou,CN,2021-06-04 19:18:27,23.4833,111.3167,69.1,83,100,1.88
508,Cape Canaveral,US,2021-06-04 19:17:13,28.4058,-80.6048,86.18,87,1,12.66
509,Baie-Comeau,CA,2021-06-04 19:14:13,49.2168,-68.1489,64.08,68,99,8.77
510,Yeniseysk,RU,2021-06-04 19:18:28,58.4497,92.1703,46.8,69,100,4.16
511,Asyut,EG,2021-06-04 19:18:28,27.181,31.1837,82.58,21,0,16.73
512,Calderitas,MX,2021-06-04 19:18:28,18.55,-88.25,91.99,66,40,20.71
513,Wollongong,AU,2021-06-04 19:18:29,-34.4333,150.8833,49.75,77,3,9.26
514,Hokitika,NZ,2021-06-04 19:18:29,-42.7167,170.9667,51.48,78,100,7.81
515,Neuquen,AR,2021-06-04 19:18:30,-38.9516,-68.0591,58.89,44,75,12.66
516,Benguela,AO,2021-06-04 19:18:30,-12.5763,13.4055,74.52,84,3,2.66
517,Jaragua,BR,2021-06-04 19:18:30,-15.7569,-49.3344,84.42,22,4,11.25
518,Ostrovnoy,RU,2021-06-04 19:18:30,68.0531,39.5131,48.06,73,31,5.39
519,Vestmanna,FO,2021-06-04 19:18:31,62.1564,-7.1664,47.32,100,90,13.53
520,Yala,TH,2021-06-04 19:18:31,6.3333,101.25,75.43,96,100,2.39
521,Sembe,CG,2021-06-04 19:18:31,1.6481,14.5806,75.11,84,85,2.89
522,Yulara,AU,2021-06-04 19:18:32,-25.2406,130.9889,39.04,81,0,5.75
523,Wahiawa,US,2021-06-04 19:18:32,21.5028,-158.0236,77.32,75,78,8.08
524,Tambovka,RU,2021-06-04 19:18:33,50.0969,128.0489,50.11,98,100,7.56
525,Vila Franca Do Campo,PT,2021-06-04 19:18:33,37.7167,-25.4333,64.81,64,100,6.82
526,Kavieng,PG,2021-06-04 19:18:33,-2.5744,150.7967,82.06,77,38,9.31
527,Alekseyevsk,RU,2021-06-04 19:18:34,57.8406,108.3492,58.77,59,98,1.72
528,Tilichiki,RU,2021-06-04 19:18:34,60.4667,166.1,42.13,83,98,3.27
529,Bac Lieu,VN,2021-06-04 19:18:34,9.285,105.7244,82.78,81,100,9.93
530,Qaqortoq,GL,2021-06-04 19:18:34,60.7167,-46.0333,55.9,64,100,6.69
531,Hammonton,US,2021-06-04 19:16:25,39.6365,-74.8024,84.52,72,100,9.06
532,Vao,NC,2021-06-04 19:18:35,-22.6667,167.4833,72.43,77,58,13.4
533,Inirida,CO,2021-06-04 19:18:35,3.8653,-67.9239,82.85,84,33,2.73
534,Gizo,SB,2021-06-04 19:18:36,-8.103,156.8419,81.59,79,62,6.11
535,Neryungri,RU,2021-06-04 19:18:36,56.6709,124.6491,47.08,69,0,1.48
536,Ozernovskiy,RU,2021-06-04 19:18:37,51.5,156.5167,46.51,76,100,10.96
537,Chistogorskiy,RU,2021-06-04 19:18:37,53.9835,87.3843,57.74,99,100,4.9
538,Shahrud,IR,2021-06-04 19:18:37,36.4182,54.9763,79.93,34,94,11.88
539,Seguela,CI,2021-06-04 19:18:38,7.9611,-6.6731,84.34,56,18,4.38
540,Katherine,AU,2021-06-04 19:18:38,-14.4667,132.2667,61.12,59,8,8.5
541,Vangaindrano,MG,2021-06-04 19:18:38,-23.35,47.6,70.65,93,55,7.92
542,Sangar,RU,2021-06-04 19:18:39,63.9242,127.4739,59.95,64,89,9.35
543,Sur,OM,2021-06-04 19:18:39,22.5667,59.5289,90.55,55,0,8.39
544,Seydi,TM,2021-06-04 19:18:39,39.4816,62.9137,94.89,11,99,4.34
545,Bilma,NE,2021-06-04 19:18:40,18.6853,12.9164,98.49,11,5,9.78
546,Beatrice,US,2021-06-04 19:18:40,40.2681,-96.747,91.04,31,40,9.22
547,Saint-Augustin,CA,2021-06-04 19:18:40,51.226,-58.6502,61.52,72,60,13.78
548,Ngunguru,NZ,2021-06-04 19:18:41,-35.6167,174.5,54.16,72,72,11.27
549,Fairhope,US,2021-06-04 19:18:41,30.523,-87.9033,85.87,73,75,0.0
550,Kudahuvadhoo,MV,2021-06-04 19:18:42,2.6708,72.8944,82.99,75,100,16.31
551,Colesberg,ZA,2021-06-04 19:18:42,-30.72,25.0972,45.25,22,8,7.07
552,Xining,CN,2021-06-04 19:18:42,36.6167,101.7667,54.39,30,50,2.89
553,Ghorawal,IN,2021-06-04 19:18:43,24.7667,82.7833,90.0,42,91,8.72
554,Safaga,EG,2021-06-04 19:18:43,26.7292,33.9365,84.15,29,0,21.07
555,Nizwa,OM,2021-06-04 19:18:43,22.9333,57.5333,93.97,20,0,5.7
556,Martapura,ID,2021-06-04 19:18:44,-3.4167,114.85,77.09,94,4,2.55
557,Bratsk,RU,2021-06-04 19:18:44,56.1325,101.6142,55.89,96,100,4.25
558,Ormara,PK,2021-06-04 19:18:44,25.2088,64.6357,83.89,78,64,4.99
559,Fatehpur,IN,2021-06-04 19:18:45,25.9333,80.8,94.82,34,90,9.15
560,Chuka,KE,2021-06-04 19:18:45,-0.3332,37.6459,64.0,85,89,3.51
561,Muroto,JP,2021-06-04 19:18:45,33.2833,134.15,71.17,86,100,5.17
562,Comodoro Rivadavia,AR,2021-06-04 19:15:01,-45.8667,-67.5,49.86,57,75,16.11
563,Port Keats,AU,2021-06-04 19:18:46,-14.25,129.55,72.07,42,32,12.3
564,Fayaoue,NC,2021-06-04 19:18:46,-20.65,166.5333,75.36,76,88,9.44
565,Nouakchott,MR,2021-06-04 19:14:54,18.0858,-15.9785,84.13,59,7,20.51
566,Jamsa,FI,2021-06-04 19:18:46,61.8642,25.19,70.52,68,90,4.18
567,Tomatlan,MX,2021-06-04 19:18:47,19.9333,-105.25,95.9,38,61,8.59
568,Vestmannaeyjar,IS,2021-06-04 19:18:47,63.4427,-20.2734,49.19,93,90,9.22
569,Roebourne,AU,2021-06-04 19:18:47,-20.7833,117.1333,70.2,47,89,10.09
570,Abu Dhabi,AE,2021-06-04 19:18:37,24.4667,54.3667,89.71,79,0,14.25
571,Rio De Janeiro,BR,2021-06-04 19:16:02,-22.9028,-43.2075,80.55,78,20,11.5
572,Lugovoy,KZ,2021-06-04 19:18:48,42.9472,72.7644,72.55,35,7,11.72
